"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
217,28 Mar 2023 07:50:20.123,28 Mar 2023 07:54:11.289,231.166
218,28 Mar 2023 09:23:52.817,28 Mar 2023 09:27:34.953,222.136
219,28 Mar 2023 10:59:03.520,28 Mar 2023 11:00:13.763,70.243
220,28 Mar 2023 23:38:03.211,28 Mar 2023 23:40:58.991,175.780
221,29 Mar 2023 01:11:15.990,29 Mar 2023 01:15:10.453,234.463
222,29 Mar 2023 02:44:41.757,29 Mar 2023 02:48:21.383,219.625
223,29 Mar 2023 04:17:58.935,29 Mar 2023 04:21:10.023,191.088
224,29 Mar 2023 05:50:55.346,29 Mar 2023 05:54:09.813,194.466
225,29 Mar 2023 07:23:45.128,29 Mar 2023 07:27:29.545,224.416
226,29 Mar 2023 08:57:03.139,29 Mar 2023 09:00:55.036,231.897
227,29 Mar 2023 10:31:30.533,29 Mar 2023 10:34:00.876,150.342
228,29 Mar 2023 23:11:37.176,29 Mar 2023 23:13:41.985,124.810
229,30 Mar 2023 00:44:35.300,30 Mar 2023 00:48:23.938,228.638
230,30 Mar 2023 02:18:00.238,30 Mar 2023 02:21:47.826,227.588
231,30 Mar 2023 03:51:21.592,30 Mar 2023 03:54:39.102,197.510
232,30 Mar 2023 05:24:24.049,30 Mar 2023 05:27:33.257,189.208
233,30 Mar 2023 06:57:12.466,30 Mar 2023 07:00:48.277,215.811
234,30 Mar 2023 08:30:18.757,30 Mar 2023 08:34:13.923,235.166
235,30 Mar 2023 10:04:20.083,30 Mar 2023 10:07:30.354,190.271
236,31 Mar 2023 00:17:56.142,31 Mar 2023 00:21:31.671,215.529
237,31 Mar 2023 01:51:18.409,31 Mar 2023 01:55:11.591,233.182
238,31 Mar 2023 03:24:42.588,31 Mar 2023 03:28:08.523,205.934
239,31 Mar 2023 04:57:51.379,31 Mar 2023 05:00:58.639,187.261
240,31 Mar 2023 06:30:41.284,31 Mar 2023 06:34:07.883,206.600
241,31 Mar 2023 08:03:38.748,31 Mar 2023 08:07:32.215,233.466
242,31 Mar 2023 09:37:19.989,31 Mar 2023 09:40:54.201,214.212
243,31 Mar 2023 23:51:19.707,31 Mar 2023 23:54:32.196,192.489

